news_sentence,sentiment_analysis
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,"[{'label': 'POSITIVE', 'score': 0.9819324016571045}]"
FTSE 100 flat; Standard Chartered leads risers,"[{'label': 'NEGATIVE', 'score': 0.9987217783927917}]"
CompaniesHoward Davies appointment as RBS director delayed,"[{'label': 'NEGATIVE', 'score': 0.9847986102104187}]"
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,"[{'label': 'POSITIVE', 'score': 0.9778937101364136}]"
Passengers rise at EasyJet and Aer Lingus,"[{'label': 'POSITIVE', 'score': 0.9949100613594055}]"
Dixons Carphone profit boost on strong sales,"[{'label': 'POSITIVE', 'score': 0.9992940425872803}]"
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury","[{'label': 'NEGATIVE', 'score': 0.9978343844413757}]"
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury","[{'label': 'NEGATIVE', 'score': 0.9978343844413757}]"
"Royal Mail, Johnson Matthey lead FTSE lower","[{'label': 'NEGATIVE', 'score': 0.9996681213378906}]"
Sainsbury sales slip again as price pressures take a toll,"[{'label': 'NEGATIVE', 'score': 0.9996626377105713}]"
Sophos aims to raise $100m in London IPO,"[{'label': 'NEGATIVE', 'score': 0.8458631038665771}]"
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,"[{'label': 'POSITIVE', 'score': 0.7922269701957703}]"
Borealis Infrastructure putting together new Severn Trent bid,"[{'label': 'NEGATIVE', 'score': 0.9923020601272583}]"
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids","[{'label': 'NEGATIVE', 'score': 0.999548614025116}]"
Johnson Matthey share price slumps as company posts full-year results,"[{'label': 'NEGATIVE', 'score': 0.999651312828064}]"
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,"[{'label': 'NEGATIVE', 'score': 0.9504059553146362}]"
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,"[{'label': 'NEGATIVE', 'score': 0.9504059553146362}]"
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,"[{'label': 'NEGATIVE', 'score': 0.9996931552886963}]"
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,"[{'label': 'NEGATIVE', 'score': 0.9996931552886963}]"
Petrofac books further Â£30m cost for Shetland gas terminal delays,"[{'label': 'NEGATIVE', 'score': 0.9958052635192871}]"
Petrofac share price rises despite Â£30m costs on North Sea project,"[{'label': 'POSITIVE', 'score': 0.9947565793991089}]"
Whitbread boss Andy Harrison defends sales fall as 'just a blip',"[{'label': 'NEGATIVE', 'score': 0.9945618510246277}]"
Barclays share price subdued as bank faces fresh forex probe,"[{'label': 'NEGATIVE', 'score': 0.9921531081199646}]"
CompaniesActelion shares hit record on Shire takeover talk,"[{'label': 'POSITIVE', 'score': 0.7438099384307861}]"
CompaniesActelion shares hit record on Shire takeover talk,"[{'label': 'POSITIVE', 'score': 0.7438099384307861}]"
"FDA approves NPS drug, in move validating Shire takeover deal","[{'label': 'POSITIVE', 'score': 0.9696051478385925}]"
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,"[{'label': 'POSITIVE', 'score': 0.9584580659866333}]"
Diageo Shares Surge on Report of Possible Takeover by Lemann,"[{'label': 'NEGATIVE', 'score': 0.93193119764328}]"
RBS chairman admits surprise at size of regulatory penalties,"[{'label': 'POSITIVE', 'score': 0.7930653691291809}]"
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,"[{'label': 'POSITIVE', 'score': 0.8414790630340576}]"
Johnson Matthey raises prospect of investor payout,"[{'label': 'POSITIVE', 'score': 0.9843114018440247}]"
InterContinental Hotels Denies Reports of Starwood Merger Talks,"[{'label': 'NEGATIVE', 'score': 0.9647119045257568}]"
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,"[{'label': 'POSITIVE', 'score': 0.9910373687744141}]"
Ocwen Reaches Settlement With California Regulator,"[{'label': 'POSITIVE', 'score': 0.6022731065750122}]"
FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,"[{'label': 'NEGATIVE', 'score': 0.7863765954971313}]"
AstraZeneca suffers setback after drug fails to treat eye cancer,"[{'label': 'NEGATIVE', 'score': 0.9995438456535339}]"
British American Tobacco first-half sales hurt by currency moves,"[{'label': 'NEGATIVE', 'score': 0.999467670917511}]"
Zurich Insurance Considering Offer for UK Rival RSA Insurance,"[{'label': 'NEGATIVE', 'score': 0.7045829892158508}]"
Japan's Nikkei lands Financial Times in $1.3 billion deal,"[{'label': 'POSITIVE', 'score': 0.7142587900161743}]"
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients","[{'label': 'NEGATIVE', 'score': 0.992526650428772}]"
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients","[{'label': 'NEGATIVE', 'score': 0.992526650428772}]"
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients","[{'label': 'NEGATIVE', 'score': 0.992526650428772}]"
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,"[{'label': 'NEGATIVE', 'score': 0.9926919341087341}]"
Sainsbury sells unit to LloydsPharmacy,"[{'label': 'NEGATIVE', 'score': 0.9846585988998413}]"
BAE Systems's sales boosted by European Typhoon and currencies,"[{'label': 'POSITIVE', 'score': 0.9984055161476135}]"
"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims","[{'label': 'NEGATIVE', 'score': 0.9984795451164246}]"
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,"[{'label': 'NEGATIVE', 'score': 0.996737539768219}]"
#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,"[{'label': 'NEGATIVE', 'score': 0.9973422884941101}]"
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,"[{'label': 'POSITIVE', 'score': 0.9984433054924011}]"
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5","[{'label': 'POSITIVE', 'score': 0.9988561868667603}]"
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,"[{'label': 'NEGATIVE', 'score': 0.9922055602073669}]"
Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,"[{'label': 'NEGATIVE', 'score': 0.9936599135398865}]"
Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,"[{'label': 'NEGATIVE', 'score': 0.9972436428070068}]"
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04","[{'label': 'NEGATIVE', 'score': 0.9870147705078125}]"
Deutsche Bank cuts $SBUX,"[{'label': 'NEGATIVE', 'score': 0.9972295165061951}]"
"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN","[{'label': 'NEGATIVE', 'score': 0.9996968507766724}]"
$TSLA recall,"[{'label': 'NEGATIVE', 'score': 0.998728334903717}]"
Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,"[{'label': 'POSITIVE', 'score': 0.9588064551353455}]"
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,"[{'label': 'NEGATIVE', 'score': 0.9831594228744507}]"
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,"[{'label': 'NEGATIVE', 'score': 0.9961496591567993}]"
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,"[{'label': 'POSITIVE', 'score': 0.9917625188827515}]"
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,"[{'label': 'NEGATIVE', 'score': 0.9991884827613831}]"
$ISRG Break out confirmed. Bought Leaps. Good trading!,"[{'label': 'POSITIVE', 'score': 0.9978078007698059}]"
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade","[{'label': 'NEGATIVE', 'score': 0.9982337951660156}]"
$FB & $TSLA cracking lower early. $short #correction #stocks,"[{'label': 'NEGATIVE', 'score': 0.9996185302734375}]"
Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,"[{'label': 'NEGATIVE', 'score': 0.9967477321624756}]"
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,"[{'label': 'NEGATIVE', 'score': 0.9995854496955872}]"
"$AMZN trades in mid to upper range. No break out yet, either direction","[{'label': 'NEGATIVE', 'score': 0.9957875609397888}]"
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,"[{'label': 'NEGATIVE', 'score': 0.9793723225593567}]"
$NFLX and $TSLA making all kinds of gains 📈,"[{'label': 'POSITIVE', 'score': 0.9945713877677917}]"
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast","[{'label': 'POSITIVE', 'score': 0.9964194297790527}]"
$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,"[{'label': 'NEGATIVE', 'score': 0.9928799271583557}]"
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,"[{'label': 'NEGATIVE', 'score': 0.9993616938591003}]"
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,"[{'label': 'NEGATIVE', 'score': 0.9994262456893921}]"
$TSLA weakest in todays DT watchlist,"[{'label': 'NEGATIVE', 'score': 0.9997637867927551}]"
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in","[{'label': 'NEGATIVE', 'score': 0.9957133531570435}]"
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,"[{'label': 'NEGATIVE', 'score': 0.998760461807251}]"
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.","[{'label': 'NEGATIVE', 'score': 0.9862355589866638}]"
"took some $ENDP long this am, using VWAP as guide","[{'label': 'NEGATIVE', 'score': 0.9989798665046692}]"
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...","[{'label': 'NEGATIVE', 'score': 0.9997407793998718}]"
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,"[{'label': 'NEGATIVE', 'score': 0.9985705614089966}]"
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou","[{'label': 'POSITIVE', 'score': 0.7334147095680237}]"
$NFLX I say it's time to short at this point.,"[{'label': 'NEGATIVE', 'score': 0.9992412328720093}]"
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,"[{'label': 'NEGATIVE', 'score': 0.9913409352302551}]"
$FB slight green... May be runner later,"[{'label': 'NEGATIVE', 'score': 0.9905450344085693}]"
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ","[{'label': 'NEGATIVE', 'score': 0.9957310557365417}]"
"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs","[{'label': 'NEGATIVE', 'score': 0.9926851987838745}]"
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,"[{'label': 'NEGATIVE', 'score': 0.998964786529541}]"
"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing","[{'label': 'NEGATIVE', 'score': 0.9670073390007019}]"
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,"[{'label': 'NEGATIVE', 'score': 0.9926642775535583}]"
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ","[{'label': 'NEGATIVE', 'score': 0.9935769438743591}]"
4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,"[{'label': 'NEGATIVE', 'score': 0.9988417029380798}]"
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn","[{'label': 'NEGATIVE', 'score': 0.977218747138977}]"
"$FB trend, hits mid 110's and drops","[{'label': 'NEGATIVE', 'score': 0.9974488615989685}]"
$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,"[{'label': 'NEGATIVE', 'score': 0.9970531463623047}]"
$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,"[{'label': 'NEGATIVE', 'score': 0.9996888637542725}]"
$TSLA recall model X https://t.co/b7izYa4BuE,"[{'label': 'NEGATIVE', 'score': 0.9987462759017944}]"
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","[{'label': 'NEGATIVE', 'score': 0.9987450838088989}]"
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,"[{'label': 'POSITIVE', 'score': 0.9383275508880615}]"
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa","[{'label': 'NEGATIVE', 'score': 0.9954150915145874}]"
Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,"[{'label': 'NEGATIVE', 'score': 0.998230516910553}]"
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,"[{'label': 'NEGATIVE', 'score': 0.9976160526275635}]"
Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,"[{'label': 'NEGATIVE', 'score': 0.9984747767448425}]"
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,"[{'label': 'NEGATIVE', 'score': 0.9977217316627502}]"
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,"[{'label': 'NEGATIVE', 'score': 0.9915858507156372}]"
Added long at friday close  $SPY $LABU $BLUE $AMZN,"[{'label': 'NEGATIVE', 'score': 0.9901232123374939}]"
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC","[{'label': 'NEGATIVE', 'score': 0.9973430037498474}]"
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,"[{'label': 'NEGATIVE', 'score': 0.9970456957817078}]"
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,"[{'label': 'NEGATIVE', 'score': 0.5291138887405396}]"
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,"[{'label': 'NEGATIVE', 'score': 0.9938398003578186}]"
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,"[{'label': 'NEGATIVE', 'score': 0.9984219074249268}]"
$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,"[{'label': 'NEGATIVE', 'score': 0.9976945519447327}]"
#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,"[{'label': 'NEGATIVE', 'score': 0.9774583578109741}]"
