_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
15437,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15439,$KCG bot at 2.24,KCG,POS,post,Stock Affairs,Stock Price Movement,Capital Markets
15448,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,HZNP,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15450,pretty steady accumulation off support today.  Purdy. $AGU,AGU,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15452,Out of shorts $ALTR at 38.85 with loss,ALTR,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15462,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",GMCR,NEG,post,Stock Affairs,Stock Price Movement,Beverages
15464,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,EBAY,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15470,"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",SDS,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15479,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",AAPL,NEG,post,Stock Affairs,Other Stock Affairs,Household Durables
15480,$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
15482,"Went long on this $COG, will see 70's again me thinks",COG,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15505,$AAPL nibbling on a small long via 525.. buying off 13min charts..,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15508,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15516,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",WAC,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15518,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,SOX,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15520,$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,BONE,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15525,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,SONC,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
15531,$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,LEE,POS,post,Financial Affairs,Other Financial Affairs,Media
15533,$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,RCON,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
15537,$KITD Looking for a oversold bounce.,KITD,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15543,$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,PPG,POS,post,Stock Affairs,Stock Price Movement,Chemicals
15549,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,NSM,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15554,$aapl.  Test the high today and probably go beyond after hours...,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15557,Long $PCLN,PCLN,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15567,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",HLF,NEG,post,Stock Affairs,Other Stock Affairs,Food Products
15576,Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,MCD,NEG,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
15580,$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,MFLX,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15582,RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,ARNA,NEG,post,Business Operations,Other Business Operations Affairs,Biotechnology
15585,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15588,$DMND green and moving,DMND,POS,post,Stock Affairs,Stock Price Movement,Chemicals
15596,$MTD (Mettler-Toledo) ready for a breakout,MTD,POS,post,Stock Affairs,Stock Price Movement,Life Sciences Tools & Services
15605,$ACAD under $2 today?,ACAD,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15607,$amzn breaking,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15609,$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,ZNGA,NEG,post,Compliance and Credit,Legal Affairs,Interactive Media & Services
15610,"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",KGC,POS,post,Stock Affairs,Stock Price Movement,Metals & Mining
15612,RT @bman1 $LNG looks primed also $EGHT poised to run too...,LNG,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15614,$AAPL broke descending channel....will it hold?,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15621,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,JNK,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15624,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",PNC,POS,post,Shareholder Affairs,Other Shareholder Affairs,Banks
15630,$AMD big dumping... would not touch it for a while,AMD,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15633,$GNRC finding support at its 10-day line so far.,GNRC,POS,post,Stock Affairs,Stock Price Movement,Machinery
15646,"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",BSX,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
15647,"$QCOR Just added 3,000 shares @28.",QCOR,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15648,"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",QQQ,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15649,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15650,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",ICOA,POS,post,Financing and Investment,Mergers and Acquisitions,Capital Markets
15676,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,AMZN,POS,post,Financial Affairs,Other Financial Affairs,Broadline Retail
15691,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,VVUS,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15693,$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,ISR,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15697,$FB Nice buyable intraday dip right here,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15712,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,LSCC,POS,post,Stock Affairs,Other Stock Affairs,Semiconductors & Semiconductor Equipment
15716,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,SAVE,POS,post,Stock Affairs,Stock Price Movement,Passenger Airlines
15719,$GOOG resistance turned support?  It,GOOG,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15720,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,CRM,POS,post,Stock Affairs,Stock Price Movement,Software
15726,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,V,POS,post,Stock Affairs,Other Stock Affairs,Consumer Finance
15729,$AAPL I am big OUT from this. seems its falling towards 530.. :(,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15730,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,PKT,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15732,$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
15749,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,UUP,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15751,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,VXX,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15753,$brcm raises revenue forecast,BRCM,POS,post,Financial Affairs,Profit Forecast,Semiconductors & Semiconductor Equipment
15754,$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
15755,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,ASTX,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15758,$EDU bouncing nicely after add-on (posted),EDU,POS,post,Stock Affairs,Stock Price Movement,Diversified Consumer Services
15763,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,YHOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15767,BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,KO,POS,post,Stock Affairs,Stock Price Movement,Beverages
15769,$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15775,"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",JE,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15777,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,XLB,NEG,post,Stock Affairs,Stock Price Movement,Chemicals
15778,"$TYC just about to break out to new highs, lots of technicals looking great right now.",TYC,POS,post,Stock Affairs,Stock Price Movement,Electrical Equipment
15779,"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15783,"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15784,$SPY wouldn't be surprised to see a green close,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15797,@Vegastrader66 Looks like good entry for $QIHU here.,QIHU,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15810,$INO back in this am small post,INO,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15812,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
15817,$LINE biggies must be loading up here at lows..,LINE,POS,post,Stock Affairs,Stock Price Movement,Industrial REITs
15824,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,GS,NEG,post,Stock Affairs,Stock Price Movement,Capital Markets
15826,Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15843,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",YNDX,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15844,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",SHOR,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15848,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,AAPL,POS,post,Business Operations,Other Business Operations Affairs,Household Durables
15852,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,EA,POS,post,Business Operations,Product Dynamics,Entertainment
15863,$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,ETN,POS,post,Stock Affairs,Other Stock Affairs,Machinery
15874,"$AAPL double bottom could be in, keep in mind",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15879,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,AAPL,NEG,post,Financial Affairs,Profit Announcement,Household Durables
15881,"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",AMRN,POS,post,Stock Affairs,Other Stock Affairs,Pharmaceuticals
15888,$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15892,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,UNXL,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15894,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",TSLA,POS,post,Financial Affairs,Other Financial Affairs,Automobiles
15901,"Long Position on $GOL,...Updating http://stks.co/fdmm",GOL,POS,post,Stock Affairs,Stock Price Movement,Passenger Airlines
15905,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,SMH,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15908,$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,OSUR,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
15918,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
